line_Treat 0,line_Treat 1,line_Treat 2,bin_Treat 0,bin_Treat 1,bin_Treat 2
0.16360811172242654,0.0818249758280403,0.3909567438569406,0.23545238095238075,0.19046468253968254,0.21473430735930737
0.3605222860214834,0.20464252087780302,0.8490982103220505,0.2692404017857141,0.22690280483405484,0.256500715950716
0.7099837993548831,0.4519812898533038,1.5705985558332856,0.3030284226190475,0.2633409271284271,0.29826712454212456
1.2495504652113072,0.8815757317006354,2.4742895093474924,0.3368164434523808,0.29977904942279937,0.3400335331335332
1.9653875513859682,1.5184950629096605,3.3198150201285275,0.3706044642857142,0.3362171717171717,0.3817999417249418
2.7626867205436008,2.3098391129887768,3.7936329518654355,0.4043924851190476,0.37265529401154396,0.4235663503163504
3.4705964499899036,3.102877761430358,3.6921112969747587,0.4381805059523809,0.4090934163059162,0.465332758907759
3.8964188445439425,3.680969266365279,3.060358549202282,0.47196852678571427,0.4455315386002885,0.5070991674991676
3.9094547503423795,3.8563310115210054,2.1604682566834272,0.5057565476190476,0.48196966089466076,0.5488655760905763
3.5055469281682137,3.5678041575053516,1.2989771753725503,0.539544568452381,0.518407783189033,0.5906319846819849
2.809211377451799,2.9150250989993247,0.6651708398895433,0.5733325892857144,0.5548459054834053,0.6323983932733934
2.01188008097771,2.1032852616244124,0.29009679848269526,0.6071206101190477,0.5912840277777777,0.6741648018648021
1.287682524593857,1.3401970190334414,0.10775333521870047,0.640908630952381,0.6277221500721499,0.7159312104562106
0.7365539309391634,0.7541430021563786,0.03408761049619188,0.6746966517857145,0.6641602723665222,0.7576976190476192
0.3765211186409089,0.3747601052638202,,0.7084846726190478,0.7005983946608945,
0.17201375156265236,0.1644627651632635,,0.7422726934523812,0.7370365169552667,
0.07023054426377759,0.06373770362610556,,0.7760607142857145,0.773474639249639,
