upper,effects,lower,ate,ate_upper,ate_lower,z_values
-21007.794254070963,-25290.63084254198,-29573.467431013,-29957.0961180119,-26029.194258309544,-33884.99797771426,30.0
-19050.34437858709,-23416.940951684235,-27783.53752478138,-29957.0961180119,-26029.194258309544,-33884.99797771426,31.0
-21836.519249107925,-26014.66938600959,-30192.819522911257,-29957.0961180119,-26029.194258309544,-33884.99797771426,32.0
-21463.739181091165,-25617.68187956533,-29771.624578039497,-29957.0961180119,-26029.194258309544,-33884.99797771426,33.0
-23204.274672732816,-27294.087455386896,-31383.900238040977,-29957.0961180119,-26029.194258309544,-33884.99797771426,34.0
-23122.39469972946,-27128.999689610966,-31135.604679492473,-29957.0961180119,-26029.194258309544,-33884.99797771426,35.0
-24105.75194669337,-28155.29769493955,-32204.843443185728,-29957.0961180119,-26029.194258309544,-33884.99797771426,36.0
-24451.55483770678,-28442.57294974499,-32433.5910617832,-29957.0961180119,-26029.194258309544,-33884.99797771426,37.0
-24212.94182734968,-28067.68140354241,-31922.42097973514,-29957.0961180119,-26029.194258309544,-33884.99797771426,38.0
-25654.261969980595,-29776.672091705343,-33899.08221343009,-29957.0961180119,-26029.194258309544,-33884.99797771426,39.0
-26500.147498981747,-30496.82811779865,-34493.50873661556,-29957.0961180119,-26029.194258309544,-33884.99797771426,40.0
-26479.367619969467,-30565.609099999074,-34651.85058002868,-29957.0961180119,-26029.194258309544,-33884.99797771426,41.0
-26588.262902283004,-30896.903309374044,-35205.54371646508,-29957.0961180119,-26029.194258309544,-33884.99797771426,42.0
-27186.096501716,-31524.586132626257,-35863.075763536515,-29957.0961180119,-26029.194258309544,-33884.99797771426,43.0
-27564.526235057237,-31988.074093735246,-36411.621952413254,-29957.0961180119,-26029.194258309544,-33884.99797771426,44.0
-27617.222859128386,-32010.08846371619,-36402.954068303996,-29957.0961180119,-26029.194258309544,-33884.99797771426,45.0
-28936.314795036862,-33558.488621553835,-38180.662448070805,-29957.0961180119,-26029.194258309544,-33884.99797771426,46.0
-28518.409143725956,-33200.14308551868,-37881.8770273114,-29957.0961180119,-26029.194258309544,-33884.99797771426,47.0
-28879.17074959544,-33604.437468609016,-38329.70418762259,-29957.0961180119,-26029.194258309544,-33884.99797771426,48.0
-29801.628958785634,-34521.33488073179,-39241.04080267794,-29957.0961180119,-26029.194258309544,-33884.99797771426,49.0
-28933.93286074562,-33754.39781609044,-38574.862771435255,-29957.0961180119,-26029.194258309544,-33884.99797771426,50.0
