upper,effects,lower,ate,ate_upper,ate_lower,z_values
-27139.258376743877,-29658.6913373952,-32178.124298046525,-31571.742747773045,-29441.466281184672,-33702.01921436142,30.0
-25610.39254132464,-27804.931451050397,-29999.470360776155,-31571.742747773045,-29441.466281184672,-33702.01921436142,31.0
-27173.875826199575,-29571.549393665257,-31969.222961130938,-31571.742747773045,-29441.466281184672,-33702.01921436142,32.0
-27067.44479480841,-29326.665852249716,-31585.886909691024,-31571.742747773045,-29441.466281184672,-33702.01921436142,33.0
-28635.913359337424,-31213.531665170824,-33791.14997100422,-31571.742747773045,-29441.466281184672,-33702.01921436142,34.0
-28588.586738572212,-30852.834233232486,-33117.081727892764,-31571.742747773045,-29441.466281184672,-33702.01921436142,35.0
-28266.7100360894,-30444.850402339063,-32622.990768588726,-31571.742747773045,-29441.466281184672,-33702.01921436142,36.0
-28233.18909978081,-30406.91472880932,-32580.640357837827,-31571.742747773045,-29441.466281184672,-33702.01921436142,37.0
-28214.32995923362,-30371.632134767955,-32528.93431030229,-31571.742747773045,-29441.466281184672,-33702.01921436142,38.0
-29586.12052842012,-31738.61488907248,-33891.10924972484,-31571.742747773045,-29441.466281184672,-33702.01921436142,39.0
-28807.828496561156,-30855.648724672792,-32903.468952784424,-31571.742747773045,-29441.466281184672,-33702.01921436142,40.0
-29117.86125952905,-31295.433174475213,-33473.00508942138,-31571.742747773045,-29441.466281184672,-33702.01921436142,41.0
-30347.859126027528,-32712.97378091661,-35078.088435805694,-31571.742747773045,-29441.466281184672,-33702.01921436142,42.0
-30229.92440426974,-32569.827229882056,-34909.73005549437,-31571.742747773045,-29441.466281184672,-33702.01921436142,43.0
-30201.70374027331,-32435.02655994508,-34668.34937961685,-31571.742747773045,-29441.466281184672,-33702.01921436142,44.0
-30198.562135777174,-32455.23521773755,-34711.90829969793,-31571.742747773045,-29441.466281184672,-33702.01921436142,45.0
-30149.882516932936,-32569.162233263276,-34988.441949593616,-31571.742747773045,-29441.466281184672,-33702.01921436142,46.0
-30467.601952255627,-33069.71605677208,-35671.830161288526,-31571.742747773045,-29441.466281184672,-33702.01921436142,47.0
-31452.43870176307,-34038.040017863896,-36623.64133396472,-31571.742747773045,-29441.466281184672,-33702.01921436142,48.0
-31291.41499042494,-33909.63148407001,-36527.84797771507,-31571.742747773045,-29441.466281184672,-33702.01921436142,49.0
-31048.836276855858,-33739.27832301115,-36429.72036916645,-31571.742747773045,-29441.466281184672,-33702.01921436142,50.0
