sal_6_lc2vs0_iate,reg_pro
-24175.49952887165,25.442805384741487
-37644.306245692795,24.48031723822925
-41774.24885514537,38.30479248816428
-33907.70380927214,27.23029492891736
-42734.5016392938,35.43969589984596
-28256.048735470617,36.021807982956105
-33525.43909255674,35.48794104479353
-38386.15852157819,35.48794104479353
-28922.212671305177,37.424879126959546
-42930.72263612295,23.634277318491872
-49889.004325146045,20.98878429639096
-49697.36810166848,26.28022836679576
-48631.796164722735,23.634277318491872
-38963.88178028837,39.70178544635895
-30453.21102662303,29.0419683726385
-45703.173919374734,33.9596994808174
-27526.60382064696,36.18644355251131
-48369.575924528755,33.190710519682085
-30994.778630340534,37.31673442662566
-48887.46672207018,22.876594638877435
-45485.61834542888,39.70178544635895
-29956.69873805999,36.3573875871551
-35958.05474157458,20.146641489655405
-47727.25408362624,38.77222685532345
-45547.68203741657,25.46180534860576
-49336.16062015627,25.442805384741487
-44006.96607443006,36.18644355251131
-28746.232083108003,30.518765731198098
-26725.36900565235,27.11781509568906
-49844.62249313057,35.48794104479353
-34993.81037800458,37.31673442662566
-46933.609250371825,24.48031723822925
-38238.125144517304,27.20170607688317
-43118.61631691102,36.59621121258517
-34715.69681904313,32.02921160100115
-43306.858702936275,38.061462197476885
-42932.2512256228,25.91532590252785
-43760.05935382309,27.66410460043495
-36456.04356933512,34.59482682258063
-43460.075069463026,24.75709700399736
-32804.577091062376,34.0840234334754
-50095.18654631158,24.82275449516596
-40227.790643008484,33.190710519682085
-47496.92463854348,24.82275449516596
-50793.36457817829,20.98878429639096
-39838.19784385135,25.442805384741487
-48736.61675234159,34.87097908415335
-30380.601656884406,25.9568290114522
-25765.44589624832,36.895008747355305
-44451.463547010135,38.061462197476885
-27071.744359408982,36.36929448528463
-52616.62268830852,23.84441056974409
-32766.281007559654,37.21455824969987
-43637.05108317953,38.296041677123725
-37385.713047278834,30.93066410111383
-34893.187587386914,30.93066410111383
-54168.18276761321,30.88527758713494
-32226.48807958665,22.876594638877435
-37546.74613259119,33.9596994808174
-42173.35564754839,38.77222685532345
-32231.02645220509,24.48031723822925
-27745.505019970893,37.12391018969001
-44816.62856405995,23.634277318491872
-28552.125681694317,24.043591501893573
-34321.14290346238,39.689354456040704
-46466.44725565084,24.377349804657285
-26610.308041934426,36.66915348581493
-28978.795796677863,38.061462197476885
-30801.312837164387,30.93066410111383
-35727.48637397886,33.190710519682085
-30472.448577481337,33.2979334027342
-52496.91604240361,36.66915348581493
-44413.075345613484,33.465850046515826
-30634.99313903517,36.18644355251131
-45868.11240390013,38.59436571998607
-47756.72323454428,34.87097908415335
-37086.559746007675,33.9596994808174
-31441.539008799526,24.82275449516596
-28948.368448043933,36.66915348581493
-50926.39927797951,34.0840234334754
-49471.26665671471,39.70178544635895
-47430.628552300725,38.30479248816428
-30083.067410572567,25.975826758331387
-48478.117179467736,25.6381268714252
