sal_9_lc1vs0_iate,empl_x0
14604.222855989388,41.0
16079.616100807285,19.0
14825.567995479241,65.0
5201.377158654619,58.0
21034.78778904156,60.0
6678.253010518831,72.0
10124.59420540467,35.0
14547.57972084966,48.0
7621.9251257278065,86.0
10938.560990733053,68.0
-7626.9503287332445,95.0
17834.569626340344,28.0
17021.09852064174,72.0
11501.567155469642,54.0
15927.887500681567,35.0
22472.476251307304,89.0
9170.391222507807,46.0
-1553.7421135216355,100.0
5482.390842011305,90.0
3745.205947594829,77.0
-5959.504952518336,44.0
11381.986633182374,56.0
-3174.720565017204,98.0
21864.91338534279,42.0
21560.337137737875,63.0
21910.031690306587,50.0
-2480.583424573063,92.0
-6690.461006188954,38.0
10364.222075229838,36.0
-5269.930801498534,103.0
16500.722567894707,58.0
17341.191844798832,70.0
6084.983302038243,65.0
14874.798803847865,53.0
13073.969859904202,70.0
4592.100608854642,78.0
16067.118553037686,61.0
14996.558461278419,94.0
-5493.981369838662,71.0
13282.413706957246,79.0
18679.652262102394,45.0
21383.322865717877,80.0
12793.952524843946,60.0
14240.1236127405,78.0
13597.84610081318,64.0
16536.69453439193,91.0
8765.860425876326,106.0
17302.496039799204,41.0
11936.976773062375,71.0
19125.285058552745,70.0
11743.702278590508,32.0
8077.346425802847,62.0
543.001063671225,68.0
20579.993573892727,47.0
-9516.815142135156,105.0
7408.780771611771,25.0
-7338.309339158059,47.0
13779.607264057144,67.0
15025.24469332898,62.0
18797.848373685385,28.0
2816.7265652542665,53.0
6915.251453791091,66.0
22524.368893156032,97.0
17405.56963668079,79.0
-1702.900218182629,105.0
15350.616403885815,17.0
1693.5251232992878,65.0
5289.6181060459185,81.0
9964.215904891891,78.0
15655.176582056596,66.0
-7976.259704017433,91.0
-6528.332709147728,71.0
18192.43727771492,56.0
3436.902125555922,61.0
20757.52314291689,37.0
18116.36001170434,57.0
14844.840718117943,72.0
5904.617780932573,97.0
5160.210920379754,98.0
-8393.854103662597,109.0
18103.105807743053,48.0
17688.132435578154,82.0
10115.904345092884,50.0
16175.758331746942,49.0
10655.994556523656,92.0
12734.979635201418,54.0
12396.515649788571,51.0
5239.750802811435,87.0
-7881.849121757597,77.0
9407.949748130904,85.0
-5894.391762775055,71.0
5505.874120468473,51.0
20680.872550816883,84.0
13322.566466515917,53.0
14094.67541000489,46.0
-11745.961794403962,93.0
14820.12726077398,37.0
-393.38641819385066,89.0
8120.3959626629985,47.0
9741.010677434862,61.0
12359.903522189827,83.0
19492.12985465266,61.0
7831.451035368693,63.0
14393.045282322444,54.0
6523.021678814864,49.0
20134.320774194362,36.0
-4547.046019374587,50.0
15430.467885991291,42.0
217.48138053634102,70.0
4895.866433907653,84.0
-3088.2888994067384,62.0
6937.792913531683,64.0
-1617.200011570335,97.0
-333.0088649852903,73.0
1564.2244910077886,85.0
9177.379201005837,40.0
10000.649356652124,51.0
17859.471006864984,35.0
11856.16006270864,56.0
20401.988623925892,28.0
13476.102265517513,65.0
13520.250852951272,79.0
-7155.743841369856,95.0
-380.3250738230356,75.0
-7186.1286668168,61.0
12354.390750096074,39.0
3436.4721405021664,65.0
15416.983709231266,72.0
15504.601456559065,41.0
13588.227812376785,59.0
7954.953399667289,43.0
-2510.0155467323675,76.0
15565.850940580774,55.0
13505.081365502607,34.0
11989.101300779817,32.0
17223.716352879354,70.0
15857.874134889147,63.0
821.268428343267,42.0
16788.718864427876,69.0
7029.394150414842,55.0
15398.21316484258,92.0
14656.340650944065,94.0
-6320.032300310013,90.0
11568.533637963541,91.0
14960.509768587195,88.0
12630.120449230973,94.0
-5103.521394559009,76.0
-9561.344883682485,102.0
-2795.016081936785,76.0
10669.036896311194,76.0
-86.0585405329457,53.0
-552.6520401922699,46.0
5654.10767723504,99.0
15640.997453086518,70.0
1764.4346725733658,78.0
13515.250076518081,61.0
14383.77921962232,89.0
17437.00268311255,77.0
5041.838892400851,93.0
11700.193153213624,15.0
23280.741481889374,54.0
13430.89599477342,40.0
11832.083711536714,40.0
4524.4228892797255,87.0
10711.313993749132,80.0
18907.26008459061,44.0
11059.888286769186,81.0
-9293.56613907582,96.0
18029.69371449177,48.0
13034.27720493322,24.0
19608.598163034967,50.0
7658.18001525913,91.0
22947.374798509347,49.0
16679.27882929143,56.0
14156.201540232893,98.0
12105.698170827116,53.0
1669.1324086591303,69.0
14817.187946731747,65.0
7462.239123847061,42.0
11919.04519335207,91.0
17986.749187151487,51.0
287.07133789084264,54.0
15744.346946659018,45.0
15000.501354259643,36.0
9495.156494258887,39.0
7234.658775924997,76.0
14685.999539185104,62.0
15375.463941545666,30.0
21744.997883367007,111.0
-651.2275741682524,74.0
2333.756382046613,52.0
12944.802667218457,100.0
4297.375265861036,55.0
5222.3211137397175,89.0
16098.681259703053,58.0
23233.671647870367,43.0
434.2475134007891,78.0
8243.317933246013,38.0
20685.48964905952,76.0
9409.575063519602,70.0
5229.7298107034785,36.0
13157.524655087864,42.0
-9995.582871078695,91.0
9829.651346115077,60.0
3693.664669733374,65.0
-2212.955881560968,70.0
5810.540207288163,52.0
5298.824468442144,75.0
18150.850441509236,63.0
-7753.151738823804,87.0
4105.446993159208,116.0
-249.8403690928883,80.0
-7989.081135572742,85.0
14154.860880773958,73.0
21323.347946572692,55.0
17355.66965447552,81.0
18228.023564446434,71.0
14872.168025566896,100.0
22619.391643294002,44.0
11042.009276307588,55.0
12016.148236801331,80.0
15350.145446961482,90.0
13157.93764982645,92.0
-6274.395046715084,110.0
12244.514072264954,103.0
-9831.828520581015,87.0
-7192.003772597094,79.0
-1414.5831751879816,78.0
13059.670754200786,46.0
13346.600972568394,45.0
7828.7780828462,79.0
9166.368837582355,63.0
21407.867679340725,49.0
13247.472479091964,55.0
10560.438427612691,44.0
21072.761075053986,79.0
19962.968091568975,25.0
17981.861443667556,71.0
-360.14795531533537,103.0
7120.171756016199,91.0
8931.438036285344,62.0
12482.04052104363,65.0
