sal_9_lc2vs0_iate,reg_al
7870.874531802361,10.050615537983502
12888.31944530725,13.741563324684204
533.8423601638247,8.825482962327687
-1375.4042867302232,10.959246550795884
2326.3934122477795,14.804185875909267
2189.1032991588654,6.677699816615499
6308.470549369705,7.51243705615898
7422.200161121675,7.51243705615898
2768.095929657122,8.466574711031729
5783.823272553664,8.489792942049156
-6503.029360579616,6.2022476666536495
5259.368196432814,5.715020948158258
4258.426784341282,8.489792942049156
7442.142983665517,14.40186392129919
11407.064320834663,16.55187586437651
-1510.5974733271514,15.642798481867777
4786.1457397285485,5.783144560228929
268.30291500480007,13.57303201294301
2812.5133056065756,14.49019113834319
-14299.216998691398,5.86067097313722
3938.7411709633498,14.40186392129919
9903.442042910609,6.8852325544836805
-468.46420554098813,11.03190922138772
1014.4725232456653,6.129921717099373
3490.8978086337147,17.826556324068328
-990.3984104745599,10.050615537983502
-3846.847991681565,5.783144560228929
485.3361923592802,10.812397531915511
10165.330203671285,15.4126894841696
-2799.1980315123214,7.51243705615898
11917.406228366228,14.49019113834319
618.9191795214315,13.741563324684204
10810.338397599466,19.45958127571632
4113.437234271605,11.031587821201295
7502.008570958751,6.824294917274682
-520.5007288973552,12.627328492201132
8497.13629690101,15.9029059034019
3131.496794594654,9.636531068070866
-3894.216751539267,10.603827650086728
10345.932455492191,12.316557609793488
8109.949834620071,10.08192028414992
690.9116503369564,14.36506945499525
11306.908387927859,13.57303201294301
10928.188097720822,14.36506945499525
-7337.37998096228,6.2022476666536495
3026.654833039014,10.050615537983502
-3217.682975288458,19.07062212473508
4691.455642526187,11.296729393764217
9828.21458093688,12.546763015475303
4783.484859219516,12.627328492201132
10922.347453858445,13.589459515373113
5038.277976958485,15.077459475794244
5364.634809299791,16.065847450474042
3858.440442666751,18.46806689735796
-1887.945701426513,5.6673130249313965
7727.857015203585,5.6673130249313965
-7451.419736903623,6.240418498934321
3144.7516062358004,5.86067097313722
8544.08065323127,15.642798481867777
1473.3046484063998,6.129921717099373
286.2984698138398,13.741563324684204
4298.421442218057,7.246800499530508
1449.7054672341155,8.489792942049156
2458.021568123584,5.985391787419051
5939.140853150053,14.18646213821365
8188.651597377383,7.398732050700365
-1372.7021021247865,16.415188823968002
