sal_7_lc2vs0_iate,reg_al
-14966.329336529681,10.050615537983502
-22973.602023819152,13.741563324684204
-31733.93188014781,8.825482962327687
-23784.02012254816,10.959246550795884
-29944.323968146433,14.804185875909267
-20681.806688880657,6.677699816615499
-23681.351490448036,7.51243705615898
-28546.654518830932,7.51243705615898
-20567.674996668597,8.466574711031729
-29338.50146850353,8.489792942049156
-37211.55080423473,6.2022476666536495
-35369.195541491725,5.715020948158258
-34309.53282561989,8.489792942049156
-27423.33894663732,14.40186392129919
-18961.885957543196,16.55187586437651
-39463.14024115179,15.642798481867777
-20679.679856243343,5.783144560228929
-36166.908787049426,13.57303201294301
-22080.32337065613,14.49019113834319
-39338.87674069799,5.86067097313722
-29044.74883347733,14.40186392129919
-19700.84510706944,6.8852325544836805
-24795.947589373252,11.03190922138772
-34194.25163903,6.129921717099373
-28948.978051128728,17.826556324068328
-33628.75533818538,10.050615537983502
-33294.85269875201,5.783144560228929
-20025.783157884176,10.812397531915511
-17856.080709183225,15.4126894841696
-38585.88319015798,7.51243705615898
-22370.934548846293,14.49019113834319
-32039.2368437174,13.741563324684204
-24069.211810925477,19.45958127571632
-29842.934248331112,11.031587821201295
-22161.382840033668,6.824294917274682
-33219.19196148271,12.627328492201132
-27760.289556460637,15.9029059034019
-31177.093761748212,9.636531068070866
-27350.894723285004,10.603827650086728
-28034.10766171894,12.316557609793488
-20359.972304553197,10.08192028414992
-34541.64112295194,14.36506945499525
-26754.036650084316,13.57303201294301
-30874.663846205203,14.36506945499525
-34585.75660814258,6.2022476666536495
-26927.58953247995,10.050615537983502
-36652.21342550219,19.07062212473508
-18285.372275478203,11.296729393764217
-17442.544103720596,12.546763015475303
-30463.191571068168,12.627328492201132
-16657.90181681644,13.589459515373113
-32040.607498610894,15.077459475794244
-21197.90645089332,16.065847450474042
-32588.12277359507,18.46806689735796
-26578.006107730056,5.6673130249313965
-23218.005625506295,5.6673130249313965
-39704.433482925,6.240418498934321
-21271.170734353345,5.86067097313722
-25465.912919121565,15.642798481867777
-28596.26025118721,6.129921717099373
-22665.93137924984,13.741563324684204
-21066.55732084836,7.246800499530508
-35013.1217928105,8.489792942049156
-20064.88736712063,5.985391787419051
-20857.614476816023,14.18646213821365
-33108.92692225515,7.398732050700365
-20517.031086452855,16.415188823968002
-19197.08046076174,12.627328492201132
-20729.766060986596,5.6673130249313965
-23107.12160189483,13.57303201294301
-19453.21552995719,12.312436218058837
-38084.04054120039,16.415188823968002
-29529.329986213503,11.363400659039383
-22484.351455840544,5.783144560228929
-30675.554610813335,12.406693156896807
-33363.28145670936,19.07062212473508
-25448.749172298056,15.642798481867777
-22894.359495292672,14.36506945499525
-22553.38728101235,16.415188823968002
-37491.15928986399,10.08192028414992
-36149.867270031405,14.40186392129919
-34209.304842846796,8.825482962327687
-19436.212252643218,6.521730139178338
-32619.86597012952,11.197745334899928
-21750.970849951755,16.542434628723377
-25916.046887157143,10.546473606513493
-17426.608911683765,10.57627785457591
-40688.684498072354,5.243736010598901
-18648.703599400906,9.69595074516882
-25881.035990991557,13.589459515373113
-27806.112891375404,6.114248988758748
-24455.246137663096,6.37366175417484
-33500.4284907447,18.70707624051383
-16460.58965374005,15.9029059034019
-32954.136652416535,5.715020948158258
-33500.04530603778,10.57627785457591
-24841.555114345305,6.114248988758748
-21723.17705283657,17.826556324068328
-19175.07905338329,7.1204666083712365
-23429.359122834816,11.031587821201295
-32975.936669674076,6.677699816615499
-35549.580435226526,15.9029059034019
-27275.276467468335,17.664156296958605
-16713.972267407957,13.741563324684204
-21442.54551592349,5.243736010598901
-35493.14957629333,5.33547044819989
-28361.471609547003,8.825482962327687
-27977.761971521577,18.70707624051383
-22310.867776206764,13.741563324684204
-41703.021956636316,12.312436218058837
-18115.556212351963,16.542434628723377
-30520.841696688767,14.804185875909267
-22383.30489932528,18.46806689735796
-27391.038716012386,12.316557609793488
-30482.184444501094,12.406693156896807
-16140.944506896283,10.57627785457591
-24948.257918684565,5.6673130249313965
-22170.734026822094,11.177735452316972
-24077.45465732757,6.824294917274682
-35865.34185290223,17.664156296958605
-29533.165375587152,17.826556324068328
-32106.904963597204,15.9029059034019
-40909.76090863927,8.489792942049156
-27685.895276604442,5.985391787419051
-23729.455766235402,12.546763015475303
-23408.018002277036,14.49019113834319
-40090.45493256462,5.6673130249313965
-22923.627666203443,19.07062212473508
-30238.98803412025,15.9029059034019
-23214.087183439384,13.611439749187744
-20489.144207420122,5.240228676999984
-29595.85554923718,16.55187586437651
-34370.52345497785,18.260405399636767
-18714.107478368234,8.247064157269982
-20530.438727294222,16.065847450474042
-25291.19596235027,9.69595074516882
-32740.912321432403,6.2022476666536495
-37066.47654072732,11.197745334899928
-44567.8969345635,11.363400659039383
-18244.624484849424,16.542434628723377
-29991.896742142588,13.718599820031544
-20591.640044699838,6.114248988758748
-38885.27217075933,5.783144560228929
-24391.687396306905,12.546763015475303
-29050.044092376233,13.589459515373113
-27389.279705702298,19.80611898020756
-38279.43432731289,9.482405174263086
-16973.613515319856,10.959246550795884
-25230.46232391276,16.16378596148602
-17530.980417495946,10.603827650086728
-34167.06606362389,11.363400659039383
-16334.838565505768,9.482405174263086
-18837.133721830898,10.57627785457591
-40116.30681955657,18.260405399636767
-15598.965284308355,10.050615537983502
-24033.74170325663,8.825482962327687
-23473.727984680623,11.197745334899928
-30610.176604277578,18.260405399636767
-21040.861329422532,9.69595074516882
-22128.023700334743,5.6673130249313965
-38094.18123398469,5.985391787419051
-31359.66012065794,6.129921717099373
-16062.31961624772,10.546473606513493
-33346.167313692495,11.03190922138772
-24345.79314254358,11.363400659039383
-36546.2257757055,10.812397531915511
-23489.56131686285,16.16378596148602
-34146.694313859734,10.57627785457591
-28027.23536893401,9.57983365868943
-28387.908101881243,8.489792942049156
-30684.367610828733,6.677699816615499
-23672.386630141278,18.70707624051383
-37790.0012301261,16.243252850086606
-35955.089558193125,6.677699816615499
-19818.894868938405,11.296729393764217
-21708.130395705597,5.33547044819989
-23657.49300077117,19.45795896166549
-30543.46394771427,11.177735452316972
-22027.350877081444,12.316557609793488
-34491.718005754956,18.70707624051383
