sal_avg_lc2vs0_iate,reg_ser
-15864.205970432164,44.13662518418517
-23079.448995073464,43.794759766421855
-29980.72853019381,56.00156836204996
-24688.088857980358,55.61319381311606
-31388.18594660317,54.13462065843544
-20256.994880737388,51.64208012290497
-22349.181533099723,51.239202675284645
-26320.581606197768,51.239202675284645
-20451.587675426446,41.1263774068312
-29148.24776182525,50.918617138569005
-38144.07840543258,40.58472706107023
-34420.334339477435,52.81671062158314
-34014.21011732534,50.918617138569005
-25751.841320138214,59.16605356399492
-19017.88039845295,58.17571650868259
-37529.31505820887,57.707357830393605
-19002.55824331015,51.62276087243585
-35221.07855199044,40.50652664870855
-22080.24682744238,45.62378915966991
-40477.264354066545,46.71352130193502
-32631.565265711703,59.16605356399492
-19029.637836701862,40.424467677940896
-25133.888638097596,42.17211466032058
-35685.88729597315,41.04762817418116
-32132.181345698245,47.94886509813647
-35658.35592889748,44.13662518418517
-32906.85495893863,51.62276087243585
-20027.126965255993,43.199874437569264
-16803.655804456095,47.1570315638461
-37532.458004069325,51.239202675284645
-22628.976207526182,45.62378915966991
-34450.50266845961,43.794759766421855
-23602.634960387208,54.86573122936064
-30033.768250542795,59.47595778135059
-22920.06735976659,44.82253612444929
-31118.17147493957,40.1215023000053
-28262.537217533867,51.99242497994736
-31267.820384304137,56.19212068260055
-27346.60755211533,55.88635513910959
-27840.61733264234,56.45104328229763
-21286.919252975447,40.31705615821635
-35554.09421811896,54.89502272010587
-25175.513159132886,40.50652664870855
-29945.455455607786,54.89502272010587
-39743.946746744026,40.58472706107023
-28561.97126563842,44.13662518418517
-37970.6964729858,48.36277186842874
-20797.493768935372,57.91932836569297
-16587.56025767616,44.34699704539882
-32467.55191772751,40.1215023000053
-16797.45793660828,41.797024702686336
-36442.701887527655,42.793960732726966
-22117.836148699236,51.20649072287212
-31444.208516263105,49.76105210425247
-26732.55288146377,58.54521222112821
-22716.212583011722,58.54521222112821
-40530.33554337651,55.505871920133245
-22488.57718502459,46.71352130193502
-24790.52119555723,57.707357830393605
-30140.401536619498,41.04762817418116
-22918.038176249705,43.794759766421855
-19354.2682377322,49.64290509414352
-36142.39037368832,50.918617138569005
-20393.140922095776,41.48296305222163
-22293.437439738034,43.19639221231764
-31295.0825715786,55.918969385169504
-20101.573967742443,50.71721377412224
-19162.339039629573,40.1215023000053
-19787.295356166607,58.54521222112821
-22906.17410716586,40.50652664870855
-21052.5191761783,47.05410925021325
-38808.083536728314,50.71721377412224
-29810.166558622735,47.97189674292668
-22473.918470213834,51.62276087243585
-33507.677736841695,53.08541388864003
-31829.88030844733,48.36277186842874
-25237.679579268897,57.707357830393605
-23104.06811251522,54.89502272010587
-22081.196016998805,50.71721377412224
-37979.59917015616,40.31705615821635
-34995.76349042947,59.16605356399492
-35589.45086212165,56.00156836204996
-20697.770723661884,52.40854258551276
-32505.44856494393,43.49521587724775
-21932.254878575313,41.57278495048693
-23593.643836757004,51.11621272212679
-16964.106502578437,57.267873487302026
-40543.48017265117,54.1093094876617
-19312.65024649369,48.04528843141448
-27796.377875473594,41.797024702686336
-27500.613598387805,55.1660020929033
-24554.776336625437,43.940765365608506
-32520.850206108233,53.89097997615204
-16824.341648461697,51.99242497994736
-32587.980088671226,52.81671062158314
-33517.881293729515,57.267873487302026
-26051.360891609704,55.1660020929033
-23858.333984706318,47.94886509813647
-18213.954066905673,53.3341229438205
-25018.620571827203,59.47595778135059
-31973.254868333144,51.64208012290497
-35597.448588357314,51.99242497994736
-30801.49160006788,40.45295140473965
-18517.99639929902,43.794759766421855
-19336.999958295182,54.1093094876617
-35771.97619704387,44.47355487462248
-28047.425979226995,56.00156836204996
-26816.526757330066,53.89097997615204
-23052.686903935544,43.794759766421855
-41541.860191256535,47.05410925021325
-21184.673942052552,41.57278495048693
-31321.409019219547,54.13462065843544
-21758.202718630913,49.76105210425247
-28290.439951831286,56.45104328229763
-31379.829617112973,53.08541388864003
-17740.478161094485,57.267873487302026
-25219.908194808293,58.54521222112821
-22698.61776282266,51.32189870085669
-23497.426577564478,44.82253612444929
-36416.25610045083,40.45295140473965
-28089.38536012769,47.94886509813647
-32292.973612899194,51.99242497994736
-39394.277618404754,50.918617138569005
-27800.134995212567,41.48296305222163
-24117.97214953949,44.34699704539882
-24164.365092577507,45.62378915966991
-41387.434144411345,58.54521222112821
-22229.331040858433,48.36277186842874
-30129.403818756473,51.99242497994736
-23602.031188310528,42.44907434855431
-19842.367498940555,44.770034590453946
-29278.500201664618,58.17571650868259
-32732.504505267436,48.027022042691215
-19273.658504711166,53.70325408375153
-18726.105606477235,51.20649072287212
-27787.11607748128,48.04528843141448
-31757.031939499524,40.58472706107023
-36728.32676921324,43.49521587724775
-44654.11089912647,47.97189674292668
-18697.986172396817,41.57278495048693
-31167.30464712841,55.58419079695274
-19442.441566890473,55.1660020929033
-39858.75207249119,51.62276087243585
-25402.61090019598,44.34699704539882
-29231.153979537186,41.797024702686336
-28908.49115848022,57.81954827121653
-40519.35153550848,43.05248972136468
-19653.81535104702,55.61319381311606
-25598.36630608639,55.7427690131515
-18027.883660542495,55.88635513910959
-37025.31401092086,47.97189674292668
-18331.479572558477,43.05248972136468
-19665.17203717016,57.267873487302026
-42559.25047957989,48.027022042691215
-17812.705321016252,44.13662518418517
-24253.10511009582,56.00156836204996
-24088.1410603907,43.49521587724775
-29746.65807414698,48.027022042691215
-20911.549837833976,48.045288431414484
-21205.737461221564,58.54521222112821
-38413.41338272876,41.48296305222163
-30563.87614973414,41.04762817418116
-17554.950926924597,51.11621272212679
-34304.46579176466,42.17211466032058
-23598.646877815092,47.97189674292668
-37357.060984493444,43.199874437569264
-23786.07286480303,55.7427690131515
-37441.53275477267,57.267873487302026
-29253.647334505702,40.4804701361369
-25974.539422173435,50.918617138569005
-32316.80527833054,51.64208012290497
-21683.76475825447,53.89097997615204
-37214.43664300066,45.92750305292296
-34602.88070396159,51.64208012290497
-23168.017431625474,57.91932836569297
-21328.45391613416,44.47355487462248
-25073.881615903287,52.41398546391687
-30601.33798280394,51.32189870085669
-22358.930546578853,56.45104328229763
-34188.16782354881,53.89097997615204
-17291.56522185392,56.45104328229763
-25834.296744942858,47.05410925021325
-24794.078522268366,55.62658867338667
-18195.18159293482,40.58472706107023
-17328.869973385143,41.48296305222163
-36748.74001598495,43.794759766421855
-28816.127718355285,53.3341229438205
-19039.280325354077,51.64208012290497
-36592.66537880285,56.45104328229763
-37130.54561675689,51.239202675284645
-35748.54504375991,59.47595778135059
-32501.54779703864,55.1660020929033
-31887.030123000695,51.20649072287212
-25226.93569279217,57.707357830393605
-23638.719747154588,51.20649072287212
-38832.42820858671,43.940765365608506
-22084.45835536208,41.48296305222163
-21570.77928100913,56.19212068260055
-31469.93285184954,41.797024702686336
-16926.357318548322,57.91932836569297
-23083.903104272493,44.770034590453946
-37431.29219190116,43.05248972136468
-24142.751975698626,51.20649072287212
-16690.67322528664,55.61319381311606
-21969.360259825906,56.99131509722156
-28995.06476366699,46.71352130193502
-23057.162443222212,43.794759766421855
-26329.648204505524,43.199874437569264
-25869.66374554422,52.98577499952053
-22542.011865353765,43.199874437569264
-30503.054467971695,41.48296305222163
-26203.10556731477,42.793960732726966
-40877.115106566765,51.62276087243585
-27355.037119983746,53.70325408375153
-32674.862377746034,53.26971923443569
-33217.924809872566,55.1660020929033
-34690.533563177974,48.335633078085934
-31756.193663896724,53.3341229438205
-34319.58507517743,41.1263774068312
-34699.65862414087,55.62658867338667
-17477.277699699895,46.71352130193502
-31696.072052589032,58.54521222112821
-21364.05490277099,57.267873487302026
-21955.069615738226,47.94886509813647
-27557.185066960483,51.99242497994736
-28729.399092337353,47.97189674292668
-19361.135644009864,53.280960100439536
-32020.018217384135,40.58472706107023
-23840.055069581882,42.793960732726966
-20989.6723995314,40.45295140473965
-24357.04434394459,53.70325408375153
-26315.156063357783,56.00156836204996
-32904.38262366894,55.918969385169504
-28327.448307467395,54.1093094876617
-16741.062737124732,55.46991151542508
-34913.4243953576,43.19639221231764
-31324.465814273106,58.49033378788792
-24643.352065466468,54.86573122936064
-34167.82833060961,48.027022042691215
-26266.789805814442,53.26971923443569
-40553.43342052563,43.49521587724775
-39023.01614091757,56.19212068260055
-36567.2246080028,56.19212068260055
-23045.762129317056,53.70325408375153
-27610.435096710058,47.97189674292668
-25269.50389083322,47.94886509813647
-33901.52563773919,40.1215023000053
-35525.0903915421,58.54521222112821
-19869.85913209709,54.1093094876617
-43880.42596083478,44.34699704539882
-17493.643472272037,45.92750305292296
-26581.108679632496,50.71721377412224
-22466.61351013029,53.08541388864003
-35441.21780563553,40.1215023000053
-32655.39258897854,58.17571650868259
-37242.50323138517,56.99131509722156
-38585.44062505931,42.44907434855431
-19131.326591545007,44.47355487462248
-43380.470754980095,44.47355487462248
-32880.425182940824,52.81671062158314
-40802.24674226691,57.707357830393605
-38771.48167544647,59.47595778135059
-34235.088681362235,58.54521222112821
-30164.551624088344,55.918969385169504
-37257.14820319899,44.47355487462248
-34096.64847562288,55.505871920133245
-28572.0951926436,55.7427690131515
-20031.70422948277,58.49033378788792
-17498.706842812084,53.280960100439536
-28519.303670002693,44.82253612444929
-40461.72755278963,57.91932836569297
-22179.27617083556,59.16605356399492
-24200.790358936098,48.335633078085934
-33315.88489321414,47.05410925021325
-20152.968965099077,48.36277186842874
-23593.033576900758,45.92750305292296
