sal_4_lc1vs0_iate,age
-19954.994972657827,34.0
-29146.199747354854,44.0
-31433.024744821378,42.0
-27478.65232829765,47.0
-38631.071400739456,46.0
-22278.891971705772,48.0
-24204.914854959992,37.0
-29354.023810217488,44.0
-22014.83645411035,45.0
-34361.42852146404,35.0
-41092.16190647379,34.0
-41180.24634598078,46.0
-40243.902418876496,49.0
-29150.136101467542,49.0
-24006.898602131638,47.0
-42258.86377414164,46.0
-19358.97379678562,38.0
-39115.205022963004,41.0
-23448.82266885253,48.0
-38909.95974164018,30.0
-39702.48987425571,35.0
-22277.595721019636,42.0
-26288.68630089834,40.0
-40485.49538268829,38.0
-41330.13824445986,46.0
-42695.29142520019,45.0
-35916.118606586126,34.0
-16933.182969041547,34.0
-20584.131695808846,40.0
-39462.244365811326,37.0
-30001.4009387282,47.0
-42731.36462946981,33.0
-28006.185394030104,41.0
-33672.861512510884,48.0
-27860.55729002769,40.0
-30944.37217879592,46.0
-35320.908489962065,45.0
-33430.59998985071,41.0
-24506.14719153816,37.0
-33191.64899169733,49.0
-26019.55571569452,50.0
-43435.71137947413,38.0
-30099.32121515451,44.0
-37092.68920495328,43.0
-48867.95184566086,48.0
-32931.4167978592,36.0
-43936.631134135714,37.0
-25635.340856668423,41.0
-19938.743897824497,45.0
-40215.890883476284,36.0
-20843.122531205165,46.0
-48155.34635905884,50.0
-24846.135873147585,48.0
-36930.58623005346,40.0
-24443.686159512225,33.0
-24851.603308362268,31.0
-42264.1441729595,34.0
-25934.14454512942,39.0
-29381.163982017206,45.0
-33367.1485406172,36.0
-22718.19641481625,38.0
-20476.910250086356,33.0
-42881.4809853933,50.0
-23062.450465256836,45.0
-23895.023253822386,47.0
-37438.47640856294,45.0
-20028.154555522262,33.0
-22282.44828108521,31.0
-21578.085212128935,47.0
-29004.491318529384,43.0
-19161.916179614364,34.0
-42355.31251129725,35.0
-38286.969964331576,41.0
-23219.39934211219,40.0
-40276.06833313756,42.0
-40653.01177477254,42.0
-29277.755578732165,49.0
-24437.166176393195,46.0
-23001.50384066586,37.0
-36828.82184882531,31.0
-43407.956008045185,48.0
-42444.72178561178,32.0
-25456.075792557953,31.0
-41790.7332086244,41.0
-28378.147127596952,49.0
-28610.619256827435,49.0
-20289.072054281078,36.0
-43252.25805043618,44.0
-17994.259043180595,33.0
-37273.63005590277,32.0
-23557.82748938075,30.0
-26805.23855871579,47.0
-38486.70263158987,48.0
-20696.658162808922,45.0
-38700.47776504463,35.0
-32520.88810432009,32.0
-29174.6581131945,32.0
-25847.44037667095,46.0
-20926.3503817867,40.0
-29005.290682213697,31.0
-38540.80501603817,36.0
-40390.8648748322,34.0
-36608.069451455754,50.0
-25266.916958584752,41.0
-20515.473725697644,36.0
-39193.508217323244,35.0
-29125.702428765264,45.0
-30662.350310109232,40.0
-21410.097568917823,30.0
-44401.01780148946,47.0
-23344.749371833754,48.0
-35620.21904822812,46.0
-20487.370193009214,31.0
-24723.575312031935,40.0
-36026.61394059506,48.0
-19669.750622641608,31.0
-26962.687607562715,36.0
-27694.23925830335,39.0
-28120.583065608593,43.0
-42346.80764931826,36.0
-36525.02962273515,43.0
-39711.53673832417,36.0
-40902.011845372705,32.0
-24463.11294398241,30.0
-22795.094523215826,35.0
-29474.590382009912,34.0
-46605.193635506876,44.0
-27902.653140790942,49.0
-37934.05470791469,48.0
-28784.449452564753,46.0
-21911.775665648893,37.0
-28329.96296277423,37.0
-39344.82879373412,49.0
-23745.22240499276,34.0
-21657.300540561264,43.0
-30804.820705720926,35.0
-38126.276444049894,45.0
-39965.943902988336,42.0
-48043.23311771627,47.0
-20769.945223571056,43.0
-35955.11218492224,47.0
-20999.269232136932,42.0
-43644.44064051098,37.0
-29902.566454377928,35.0
-39664.455005387776,38.0
-36296.26292663389,39.0
-44899.74327594796,34.0
-17736.17113495728,31.0
-27302.155159091253,45.0
-21557.79057050258,46.0
-45804.60548155397,42.0
-18710.606833931037,41.0
-23750.10884498017,30.0
-48994.49593139242,49.0
-20090.11731715608,50.0
-28313.13580071384,33.0
-30333.88988667966,48.0
-33447.28632039226,45.0
-23232.150737468866,46.0
-24301.781169739268,47.0
-43837.8465473248,50.0
-36334.953462382444,36.0
-20263.320743539047,31.0
-40750.95578135038,43.0
-27762.297664290476,48.0
-40863.97826170769,33.0
-28980.007882729016,39.0
-43228.786796312255,31.0
-38659.030588224225,46.0
-29201.527237314665,44.0
-37008.97955600907,48.0
-23593.9860465912,35.0
-42141.60810308169,42.0
-40595.40093094818,45.0
-29988.7571925097,36.0
-24385.879700643003,50.0
-23140.940000940205,38.0
-34992.250931340604,35.0
-23177.351409485644,38.0
-39142.84024298572,48.0
-21469.355887281192,40.0
-27163.53102635854,46.0
-28083.841983116108,46.0
-21089.527049553064,32.0
-19944.664269063836,40.0
-47067.52932416965,44.0
-29038.584909784156,40.0
-21398.63071506244,50.0
-41841.151484037786,47.0
-46254.31186633343,39.0
-43345.55398803193,40.0
-38928.31644487512,35.0
-34316.65969854868,47.0
