sal_avg_lc2vs0_iate,school
-15864.205970432164,10.0
-23079.448995073464,10.0
-29980.72853019381,10.0
-24688.088857980358,10.0
-31388.18594660317,12.0
-20256.994880737388,10.0
-22349.181533099723,8.0
-26320.581606197768,10.0
-20451.587675426446,10.0
-29148.24776182525,9.0
-38144.07840543258,10.0
-34420.334339477435,10.0
-34014.21011732534,9.0
-25751.841320138214,8.0
-19017.88039845295,10.0
-37529.31505820887,12.0
-19002.55824331015,9.0
-35221.07855199044,10.0
-22080.24682744238,10.0
-40477.264354066545,12.0
-32631.565265711703,9.0
-19029.637836701862,9.0
-25133.888638097596,9.0
-35685.88729597315,12.0
-32132.181345698245,12.0
-35658.35592889748,12.0
-32906.85495893863,10.0
-20027.126965255993,9.0
-16803.655804456095,9.0
-37532.458004069325,10.0
-22628.976207526182,10.0
-34450.50266845961,12.0
-23602.634960387208,8.0
-30033.768250542795,9.0
-22920.06735976659,10.0
-31118.17147493957,10.0
-28262.537217533867,10.0
-31267.820384304137,10.0
-27346.60755211533,10.0
-27840.61733264234,8.0
-21286.919252975447,12.0
-35554.09421811896,12.0
-25175.513159132886,9.0
-29945.455455607786,9.0
-39743.946746744026,12.0
-28561.97126563842,12.0
-37970.6964729858,12.0
-20797.493768935372,12.0
-16587.56025767616,9.0
-32467.55191772751,12.0
-16797.45793660828,9.0
-36442.701887527655,10.0
-22117.836148699236,9.0
-31444.208516263105,12.0
-26732.55288146377,9.0
-22716.212583011722,9.0
-40530.33554337651,10.0
-22488.57718502459,10.0
-24790.52119555723,10.0
-30140.401536619498,12.0
-22918.038176249705,10.0
-19354.2682377322,8.0
-36142.39037368832,12.0
-20393.140922095776,12.0
-22293.437439738034,8.0
-31295.0825715786,10.0
-20101.573967742443,10.0
-19162.339039629573,8.0
-19787.295356166607,8.0
-22906.17410716586,10.0
-21052.5191761783,9.0
-38808.083536728314,10.0
-29810.166558622735,10.0
-22473.918470213834,10.0
-33507.677736841695,12.0
-31829.88030844733,10.0
-25237.679579268897,10.0
-23104.06811251522,10.0
-22081.196016998805,12.0
-37979.59917015616,10.0
-34995.76349042947,10.0
-35589.45086212165,12.0
-20697.770723661884,10.0
-32505.44856494393,10.0
-21932.254878575313,8.0
-23593.643836757004,9.0
-16964.106502578437,10.0
-40543.48017265117,10.0
-19312.65024649369,9.0
-27796.377875473594,9.0
-27500.613598387805,10.0
-24554.776336625437,10.0
-32520.850206108233,12.0
-16824.341648461697,10.0
-32587.980088671226,10.0
-33517.881293729515,9.0
-26051.360891609704,12.0
-23858.333984706318,9.0
-18213.954066905673,9.0
-25018.620571827203,10.0
-31973.254868333144,10.0
-35597.448588357314,12.0
-30801.49160006788,10.0
-18517.99639929902,10.0
-19336.999958295182,9.0
-35771.97619704387,12.0
-28047.425979226995,9.0
-26816.526757330066,10.0
-23052.686903935544,10.0
-41541.860191256535,10.0
-21184.673942052552,8.0
-31321.409019219547,10.0
-21758.202718630913,10.0
-28290.439951831286,10.0
-31379.829617112973,9.0
-17740.478161094485,10.0
-25219.908194808293,10.0
-22698.61776282266,10.0
-23497.426577564478,9.0
-36416.25610045083,12.0
-28089.38536012769,9.0
-32292.973612899194,10.0
-39394.277618404754,10.0
-27800.134995212567,10.0
-24117.97214953949,9.0
-24164.365092577507,10.0
-41387.434144411345,10.0
-22229.331040858433,10.0
-30129.403818756473,9.0
-23602.031188310528,10.0
-19842.367498940555,8.0
-29278.500201664618,10.0
-32732.504505267436,9.0
-19273.658504711166,10.0
-18726.105606477235,9.0
-27787.11607748128,12.0
-31757.031939499524,10.0
-36728.32676921324,10.0
-44654.11089912647,12.0
-18697.986172396817,10.0
-31167.30464712841,10.0
-19442.441566890473,10.0
-39858.75207249119,10.0
-25402.61090019598,10.0
-29231.153979537186,10.0
-28908.49115848022,9.0
-40519.35153550848,10.0
-19653.81535104702,8.0
-25598.36630608639,9.0
-18027.883660542495,9.0
-37025.31401092086,9.0
-18331.479572558477,9.0
-19665.17203717016,9.0
-42559.25047957989,12.0
-17812.705321016252,9.0
-24253.10511009582,10.0
-24088.1410603907,10.0
-29746.65807414698,12.0
-20911.549837833976,10.0
-21205.737461221564,9.0
-38413.41338272876,12.0
-30563.87614973414,9.0
-17554.950926924597,10.0
-34304.46579176466,10.0
-23598.646877815092,9.0
-37357.060984493444,12.0
-23786.07286480303,9.0
-37441.53275477267,10.0
-29253.647334505702,10.0
-25974.539422173435,10.0
