sal_7_lc2vs0_iate,age
-14966.329336529681,34.0
-22973.602023819152,44.0
-31733.93188014781,42.0
-23784.020122548165,47.0
-29944.32396814643,46.0
-20681.806688880657,48.0
-23681.351490448036,37.0
-28546.654518830932,44.0
-20567.6749966686,45.0
-29338.50146850353,35.0
-37211.55080423472,34.0
-35369.195541491725,46.0
-34309.53282561989,49.0
-27423.338946637326,49.0
-18961.885957543196,47.0
-39463.14024115179,46.0
-20679.679856243347,38.0
-36166.90878704943,41.0
-22080.32337065613,48.0
-39338.87674069799,30.0
-29044.748833477326,35.0
-19700.845107069435,42.0
-24795.947589373252,40.0
-34194.25163903,38.0
-28948.978051128724,46.0
-33628.75533818539,45.0
-33294.85269875201,34.0
-20025.783157884176,34.0
-17856.080709183225,40.0
-38585.88319015798,37.0
-22370.934548846297,47.0
-32039.2368437174,33.0
-24069.211810925473,41.0
-29842.934248331112,48.0
-22161.382840033668,40.0
-33219.19196148272,46.0
-27760.28955646064,45.0
-31177.093761748212,41.0
-27350.894723285004,37.0
-28034.107661718932,49.0
-20359.972304553197,50.0
-34541.64112295194,38.0
-26754.036650084316,44.0
-30874.663846205203,43.0
-34585.75660814259,48.0
-26927.58953247995,36.0
-36652.21342550219,37.0
-18285.372275478203,41.0
-17442.544103720596,45.0
-30463.191571068168,36.0
-16657.901816816444,46.0
-32040.6074986109,50.0
-21197.90645089332,48.0
-32588.12277359507,40.0
-26578.006107730056,33.0
-23218.005625506295,31.0
-39704.433482925,34.0
-21271.17073435334,39.0
-25465.91291912157,45.0
-28596.26025118721,36.0
-22665.93137924984,38.0
-21066.55732084836,33.0
-35013.1217928105,50.0
-20064.88736712063,45.0
-20857.614476816023,47.0
-33108.92692225514,45.0
-20517.031086452855,33.0
-19197.08046076174,31.0
-20729.766060986596,47.0
-23107.12160189483,43.0
-19453.21552995719,34.0
-38084.04054120039,35.0
-29529.329986213503,41.0
-22484.351455840544,40.0
-30675.55461081333,42.0
-33363.28145670936,42.0
-25448.749172298056,49.0
-22894.359495292672,46.0
-22553.387281012354,37.0
-37491.15928986399,31.0
-36149.867270031405,48.0
-34209.304842846796,32.0
-19436.212252643218,31.0
-32619.86597012952,41.0
-21750.97084995175,49.0
-25916.04688715714,49.0
-17426.60891168377,36.0
-40688.684498072354,44.0
-18648.703599400906,33.0
-25881.035990991557,32.0
-27806.1128913754,30.0
-24455.246137663096,47.0
-33500.4284907447,48.0
-16460.58965374005,45.0
-32954.136652416535,35.0
-33500.045306037784,32.0
-24841.555114345305,32.0
-21723.177052836574,46.0
-19175.079053383295,40.0
-23429.35912283482,31.0
-32975.936669674076,36.0
-35549.58043522652,34.0
-27275.276467468335,50.0
-16713.97226740796,41.0
-21442.545515923495,36.0
-35493.14957629332,35.0
-28361.471609547003,45.0
-27977.761971521577,40.0
-22310.867776206767,30.0
-41703.02195663632,47.0
-18115.556212351963,48.0
-30520.841696688767,46.0
-22383.30489932528,31.0
-27391.03871601239,40.0
-30482.18444450109,48.0
-16140.944506896283,31.0
-24948.25791868456,36.0
-22170.734026822094,39.0
-24077.45465732757,43.0
-35865.34185290223,36.0
-29533.165375587152,43.0
-32106.904963597204,36.0
-40909.76090863927,32.0
-27685.895276604446,30.0
-23729.455766235402,35.0
-23408.018002277036,34.0
-40090.45493256463,44.0
-22923.627666203447,49.0
-30238.988034120244,48.0
-23214.087183439384,46.0
-20489.144207420122,37.0
-29595.855549237185,37.0
-34370.52345497785,49.0
-18714.107478368234,34.0
-20530.438727294222,43.0
-25291.195962350273,35.0
-32740.912321432403,45.0
-37066.47654072732,42.0
-44567.8969345635,47.0
-18244.624484849424,43.0
-29991.896742142588,47.0
-20591.640044699834,42.0
-38885.27217075933,37.0
-24391.687396306905,35.0
-29050.044092376233,38.0
-27389.279705702298,39.0
-38279.43432731289,34.0
-16973.613515319856,31.0
-25230.462323912754,45.0
-17530.98041749595,46.0
-34167.06606362389,42.0
-16334.838565505765,41.0
-18837.1337218309,30.0
-40116.30681955657,49.0
-15598.965284308355,50.0
-24033.74170325663,33.0
-23473.727984680623,48.0
-30610.176604277578,45.0
-21040.86132942253,46.0
-22128.023700334743,47.0
-38094.18123398469,50.0
-31359.66012065794,36.0
-16062.319616247723,31.0
-33346.167313692495,43.0
-24345.79314254358,48.0
-36546.2257757055,33.0
-23489.561316862848,39.0
-34146.694313859734,31.0
-28027.235368934005,46.0
-28387.908101881243,44.0
-30684.367610828733,48.0
-23672.386630141278,35.0
-37790.0012301261,42.0
-35955.089558193125,45.0
-19818.894868938405,36.0
-21708.130395705604,50.0
-23657.493000771174,38.0
-30543.46394771427,35.0
-22027.350877081444,38.0
-34491.718005754956,48.0
-15977.254627848164,40.0
-26320.37182235696,46.0
-25758.480335442582,46.0
-17049.729777952667,32.0
-17197.949674858442,40.0
-32433.41826973958,44.0
-30123.16606438526,40.0
-18377.977678973097,50.0
-36408.464273278245,47.0
-35138.081173569444,39.0
-34227.562858182355,40.0
-33918.138071682784,35.0
-32775.05570983637,47.0
-25051.719617198716,40.0
-23304.81575938245,45.0
-39404.44282792874,50.0
-22146.53933430703,43.0
-23183.31493016401,38.0
-29617.396717868527,40.0
-17096.978430666717,44.0
-23235.066145616423,41.0
-33141.430498449845,50.0
-22556.92128365537,38.0
-16322.550066771459,32.0
-21963.315217973934,44.0
-28790.523851664584,43.0
-21963.729193889165,46.0
-26094.915729027547,30.0
-25293.41962387418,41.0
-21506.787406512565,36.0
-29781.669050599106,48.0
-25262.80063509631,50.0
-39743.64801121347,30.0
-27212.475924795057,39.0
-31674.276623735586,50.0
-35205.116235506954,34.0
-34397.76876360676,44.0
-31220.76316882113,40.0
-33027.15997923037,48.0
-34945.86802995138,47.0
-19049.10719081107,43.0
-32117.350889936642,47.0
-19170.92622978521,37.0
-21912.705234406843,34.0
-27374.22816647769,42.0
-27200.462110929977,33.0
-18544.909525667128,34.0
-32189.163145898376,37.0
-22852.096577941003,42.0
-18586.870304231026,38.0
-21853.413883297297,31.0
-26627.664764552654,35.0
-31251.30822206154,42.0
-31707.909991192235,48.0
-16111.16207917891,32.0
-35098.93322485298,47.0
-28672.802309139544,47.0
-23907.205164017494,49.0
-34174.71085250409,41.0
-27478.168880064804,41.0
-37087.20879292311,32.0
-40119.71742691354,44.0
-36310.68023241551,45.0
-22688.83606429539,42.0
-29385.637464812928,47.0
-24219.93453420772,34.0
-32460.519085166234,33.0
